#,tweet,sector,Pricing,Appointments,Medical Staff,Customer Service,Emergency Services
7470,@NGHAnews ما يحجز المواعيد ..,public,3,3,3,0,3
7471,@NGHAnews مستشفى الامام تركي الفيصل بالدمام قسم الطواري دكتور واحد على مرضى تفوق اعدادهم يوميا ما يقارب ٢٠ مريض او اكثر وانتظار اكثر من ساعه ونصف غير مقبول ابدا والله يا المستشفيات الخاصه ارحم منكم,public,3,0,0,0,0
7472,@NGHAnews  قسم الأسنان في مستشفى الأمير محمد بن عبدالعزيز بالمدينة يحتاج إلى زيادة عدد مستحقين العلاج حيث لايتم توزيع سوى سبعة  أرقام فقط,public,3,3,3,0,3
7473,@NGHAnews الله لا يعطيكم عافيه موعد اسنان قبل ١٣ سنه توكم تتذكرونه ؟,public,3,0,3,3,3
7474,@NGHAnews شوفو لنا حل مع عيادات ام الحمام نتصل طول اليوم ومايردون الا 10 صباحا بعد ماتنتهي المواعيد,public,3,3,3,0,3
7475,@NGHAnews  العيادات في مستشفى الأمير محمد بالمدينة المنورة زحمه شديده واناس مرضى لايكادون يجدون كراسي للجلوس نرجوا مراعاة ذلك وشكرا لكم,public,3,3,3,0,3
7476,"@NGHAnews المستشفى يعاني من قلة الممرضين، هل يعقل ٤ ممىرضين ل ٢٠ مريض. لازم يزيد عدد الممرضين والممرضات",public,3,3,0,3,3
7477,"@NGHAnews اي قرار هذا اللي تتركون حياه الناس يقييمها كادر التمريض ..قرار ضد المرضى وماله الا هدف واحد هو راحت الكادر الطبي ..ماتبون تشتغلون سكرو الطوارىء، اذا كانت حالتي حرجه والممرضه بدون اي تحاليل تسويلك خروج تقول مافيك شي ..اتمنى مراجعة قراراتكم اللي فيها ظلم كبير للمرضى",public,3,3,0,3,0
7478,"@NGHAnews بعد ماطلبت المدير المنواب وعلاقات المرضى للاسف والعذر الاقبح من ذنب يقولون هذا قرار ادري من المستشفى ان تقييم حالة المريض عند الممرضه وهي اللي بيدها تجلسك او تسوي لك خروج .. والمصيبه حق التسجيل يقول مالك ترجع ثاني تكلم الممرضه ، يعني زي اللي يقول ترجاها شوي",public,3,3,0,0,3
7479,@NGHAnews للاسف بعد ماكانت طوراىء الحرس مثال ناجح يقتدى فيه وكان الدكتور بنفسه يشرف ع حالتك ويحللونك وماتطلع الا وانت سليم معافى .. الحين صارت حياة المريض واقفه ع تشخيص الممرضه وهي اللي تقرر خروجك وهي كل اللي سوته اخذت حرارتك وضغطك ..اي نظام واي قرار هذا,public,3,3,0,3,0
7480,@NGHAnews اخس شيء قسم العيون راحت خالتي عينها ماتشوف بها قالوروحس سوي عمليه في المغربي برا مو حرام كدا الدكتور بنفسه قال لها كدا عشان ماعندهاواسطه,public,3,3,0,3,3
7481,@NGHAnews  مدينة الملك عبدالعزيز الطبيه في الحرس الوطني  مبنى ٢جناح ٢ كثرة الحالات في صالة الانتظار وعدم تواجد اخصائين,public,3,3,0,0,3
7482,@NGHAnews التضييق على المريض للحصول على موعد بعيادات خشم العان فالرد الألي لايرد وإن رد يجعلك في وضعيت الإنتظار,public,3,0,3,0,3
7483,@NGHAnews هذه كلاً يعرف خطرها  السؤال لماذا التقصير في الخدمات الصحيه في المراكز الصحيه وحجز المواعيد عن طريق الاتصال  هل هذا تهرب عن معالجة المرضى؟!,public,3,0,3,0,3
7484,@NGHAnews لماذا مواعيد المستشفى اغلبها من ٣شهور وما فوق ولا فيه واسطه بالموضوع علمنا ندور واسطه بنتي بسويلها عمليه وانتم تماطلون في المواعيد,public,3,0,3,3,3
7485,@NGHAnews مستشفى الاطفال التخصصي مهمل ينتظر المريض نصف يوم.غرف الاطباء لاتتجاوز ٥ والصيدليه ٣ ؟والاطفال يحولون الى خشم العان من بعد الساعه ٥,public,3,3,0,0,3
7486,@NGHAnews هل من المعقول يجلس واحد من 2012ينتضر عملية تكميم  علمآانهو قابل دكتور التخدير,public,3,0,2,3,3
7487,@NGHAnews غياب دور مدير مستوصف ديراب وعدم تواجده بمكتبه جعل تعامل بعض الاطباء وبعض الممرضين والاداريين سيئ للغايه مع بعض المراجعين مع عدم الاهتمام,public,3,3,0,0,3
7488,@NGHAnews كان النظام الاول افضل في استقبال المراجعين واكثر رقي من نظام مخابز التميس المتبع حالياً في مراكزالرعاية الاولية بديراب بوزاراة الحرس الوطني,public,3,3,3,0,3
7489,@NGHAnews ما يحدث في المستوصف الرئيسي باسكان ديراب من تخلف في استقبال المراجعين على طريقة مخابز التميس طوابير وخذ رقم وواسطات في حجز الارقام ومحسوبيات,public,3,0,3,0,3
7490,@NGHAnews ساعتان من الانتظار في طوارىء مستشفى الاحساء دون وجود اي ازدحام او حالات حرجة تستدعي كل هذا التأخير  يا بشر اسمه طوارىء!!,public,3,3,3,0,0
7491,@NGHAnews خدمة المواعيد سيئه جدا تعبنا وحنا ندق ولا احد يرد موظفين متسيبين لايوجد اي رادع لهم حتى مديرهم سيئ لايبالي بخدمة المرضى والمراجعين,public,3,0,3,0,3
7492,@NGHAnews ليش مستوصف خشم العان مايردون على التلفون من المسؤول عن تعطيل أمور المرضى والمراجعين ؟!,public,3,3,3,0,3
7493,@NGHAnews هل تعلمون ان زوجتي تتصل لتسجيل موعد نساء في خشم العان من يوم الاحد ولم تستطع حجز موعد هل المستشفى للحرس ليه كذاعادي ماتبون قولو لا,public,3,3,3,0,3
7494,@NGHAnews والدكاتره شايفين انفسهم والي يسجلون المواعيد تقول كانك سارق من حلال ابوه تعامل جداا سئ عكس عيادات ام الحمام مواعيد بالتلفون,public,3,0,0,0,3
7495,@NGHAnews تكفون شوفو عيادات الملك سعود بديراب تخلف في حجز المواعيد وطابور ساعه وفي الاخير خلصت الارقام في شيبان وعجايز وش ذنبهم مساكين,public,3,0,3,0,3
7496,@NGHAnews لن انسى ان زوجتي بقيت عام ونصف تنظر موعد مع طبيب القلب ليطلب منها اشاعه بعد سته اشهر لتحضر للاشعه فيعجزوا عن ايجاد وريد لتنتظر سته اشهر اخرى,public,3,0,0,0,3
7497,@NGHAnews لماذا تركز مدينه الملك عبدالعزيز في ثلاث فئات فقط وهي رجال الاعمال كبار الشخصيات الاجانب في خدماتها العلاجيه لماذا علينا الانتظار لسنوات,public,3,0,3,0,3
7498,@NGHAnews @StudentsofKSAUH @KSAU_HS @sanggovsa @SaudiBrodcast @saudiatv خدمتكم سيئة بحجز المواعيد اذ مافيه أحد يرد وتعليق المكالمة 10 دقايق,public,3,0,3,0,3
7499,@NGHAnews الطوارئ جداً سيئه الواحد ينتظر اكثر من ساعة عشان يشوفه الممرض ويرجع ينتظر الين يشوفه الدكتور يكون جلس ساعتين...,public,3,3,0,0,0
7500,@NGHAnews  مستشفى خشم العان مواعيد التليفون  الرد الالي يقولي لقد نفذت كل المواعيد وحنا الساعه ٨ صباحا! وعلاقات المرضى محد يرد!! هل يوجد حل؟,public,3,0,3,0,3
7501,@NGHAnews هذا تصرف غير مسؤول ويجب أن تحاسب عليه حساب شديد.. إذا كذا تعامل الزوار.. اجل كيف تعامل المرضى خارج وقت الزيارة وبعيد عن الأعين!!!,public,3,3,3,0,3
7502,@NGHAnews إهمال عدم مبالاة ناس عندها جلطات ناس سرطان ناس مغمى عليها بالإسعاف الدكاترة مشغولين بجوالاتهم ومطنشين حسوا في المرضى الله لايوفقكم,public,3,3,0,3,0
7503,@NGHAnews وعند السؤال لأنجد اجابة عن سبب التأخير المرضى جالسين بالممرات بالساعات ينتظروا كشف مبدئي والدكاترة مشغولين في مناقشة تذاكر السفر,public,3,3,0,3,3
7504,@NGHAnews والله ما تفكرون بصحة الفرد ولا المجتمع المريض يجلس بالقليل 6ساعات انتظار وتتدهور حالته ولا احد يهتم  ركزو على مستشفى الحرس بالدمام,public,3,3,3,0,3
7505,@NGHAnews تجلس انتظر الئ 12 ساعه وتلقى الدكتور والممرضين يسولفون ويتقهون شاهي المراجعين والمرضى بحريقه ما يفكرون فيهم,public,3,3,0,3,3
7506,@NGHAnews @NFSP1  المواعيد طويله,public,3,0,3,3,3
7507,@NGHAnews @NFSP1  الخدمه سيئه   جدا,public,3,3,3,0,3
7508,@NGHAnews نظام الصيدلية جدا سيئ تأخذ رقم وتنتظر وبعدها يأخذ الوصفة منك ثم يقول لك انتظر حتى تجهز الوصفة وتنتظر اكثر من ساعة لكي تأخذ العلاج,public,3,3,3,0,3
7509,@NGHAnews لايوجد بمستشفي الامير محمد بلمدينه الادكتور واحد مخ وأعصاب هل يوجد نقص بلكادر الطبي ولا اهمال منكم المواعيد بعد سنه,public,3,0,0,3,3
7510,@NGHAnews اقول ترا بمستوصف الحرس بلمدينه المنوره الاطباء فاشلين ياليت تعملون خير وتشيلونهم,public,3,3,0,3,3
7511,@NGHAnews د/ القناوي .: اين انت عن مركز الرعايه الاوليه بالمدينه  الا تعلم ان وضعه ومزري وهو عار على كل منشاءت الحرس الصحيه؟!!!,public,3,3,3,0,3
7512,@NGHAnews من الساعه11و20دقيقه اللي الان12/46دقيقه لايوجد طبيب طوراي مستشفي الامير محمد بلمدينه الحرس,public,3,3,0,3,0
7513,@NGHAnews   من المخزي مايتم خلال حجز موعد بالعيادات عن طريق الهاتف !  سيتم الرد عليك اقل من 5 دقايق تنتظر بعدها تتفاجأ بان الخط .. اغلق!! 😔,public,3,0,3,0,3
7514,@NGHAnews الى متى المريض يعامل بسووء من قبل الموظفين والممرضات بعيادات مدينة الملك عبدالله السكنية بالاحساء وعند الشكووى لدى المدير لاتجاوب!,public,3,3,0,0,3
7515,@NGHAnews نظام حجز المواعيد جداً سئ ومحد يرد لي الأن اكثر من ٣أسابيع وكل مااتصل نفس الشي محد يرد أتكلم عن مستوصف خشم العان,public,3,0,3,0,3
7516,@NGHAnews ياليتكم تعدلون نظام حجز المواعيد والصيدله ولا حطوا موظفين كفو مو معقوله الواحد يتصل ساعه ومايحصل يرد,public,3,0,3,0,3
7517,"@nghanews لو سمحتوا لي شهرين احاول أخذ موعد و يقولون خلصت المشكلة حامل و عندي سكري ،،شلون بتابع حملي حسبي الله عليكم",public,3,0,3,0,3
7518,@NGHAnews انا انتظر الان لي اكثر من نص ساعه و الانتظار ٣ اشخاص فقط اين المسؤول ؟؟,public,3,0,3,0,3
7519,@NGHAnews ماهو منطقي ان يكون الانتظار في الصيدلية اكثر من الانتظار في العياده.  تأخير متعمد و تكاسل واضح  انقذونا  https://t.co/Y8asYp1r2l,public,3,0,3,0,3
7520,@NGHAnews ياليت تحافظون على كرامة المريض بتوفير الخدمة له بدون مرمطه وبعداااااااالة,public,3,3,3,0,3
7521,@NGHAnews  الانتظار في طواري الكبار بمستشفى الحرس بالرياض تجاوز ثلاث ساعات مع زحمه كبيره في الانتظار لاألوم كورونا إن تفشى مرة ثانية,public,3,3,3,0,0
7522,@NGHAnews يعانون الامرين من أجل العلاج لاتنظيم ولاترتيب أعيدوا المواعيد عن طريق الاتصال أو الواتس لعلها تخفف التزاحم الحاصل الآن وهل جميع,public,3,0,3,0,3
7523,@NGHAnews للأسف اقولها وبكل حرقه المريض يضطر أن ينتظر في المستوصف من الساعة 7 صباحا إلى 2 ظهراً ويمكن مايحصل رقم أمهاتنا وزوجاتنا وبناتنا,public,3,0,3,0,3
7524,@NGHAnews للأسف الحساب لايفيد المراجعين واتمنى مشاهدة مايحدث في مستوصف خشم العان قسم النساء وكيفية الحصول على رقم من اجل العلاج شيء مخجل,public,3,3,3,0,3
7525,@NGHAnews يجي المراجع من بيحصل !! الكورونا تنتظره واسياب فاضيه,public,3,3,3,0,3
7526,@NGHAnews @AlmustsharAhmed  المستشفى تعامل مع الفايروس بإهمال حتى أصيب بعض أطباءه وممرضيه وتحول لحاضن ومفرخ للفايروس واهملتم تجارب غيركم معه,public,3,3,0,0,3
7527,@NGHAnews ليه ما خبرتونا بتاجيل المواعيد و اغلاق العيادات الخارجية حرام ناس تضرب مشوار من بعيد .,public,3,0,3,0,3
7528,@NGHAnews الرجا ااتدقيق على الرعايه الاوليه في جازان يوجد اهمال كثير جدآ,public,3,3,3,0,3
7529,"@NGHAnews فيه ملاحظه بخصوص الرعاية المستعجلة ! تأخير أكثر من ساعتين علشان تقابل الدكتور , حسبي الله ونعم الوكيل ( والله عالم ثالث )",public,3,3,2,0,0
7530,@NGHAnews انا ما ادري كيف صابرين على وضع المستشفى قسم الأسنان طبيب واحد لقسم تنوين الأطفال والمواعيد بعد سنه ونص?????,public,3,0,3,3,3
7531,@NGHAnews السادة في الشؤون الصحيه عندي ملاحظه على مستوصف اليرموك ( عيادة الاسنان من الاستقبال الى اكبر دكتور ) بصراحه مالهم اي فائده,public,3,3,0,0,3
7532,@NGHAnews  سميت الطوارئ بهذا الاسم لاستقبال المريض في جميع الظروف! فهل يعقل أن يذهب المريض للطوارئ ويقال له عد ظهرا فقد امتلأت المقاعد ؟؟,public,3,3,3,0,0
7533,@NGHAnews مهزلة في طوارئ مستشفى الحرس الوطني في الرياض الممرات مليئة بالمرضى ولا توجد رعاية طبية لهم التأخير بالساعات حسبنا الله ونعم الوكيل,public,3,3,0,0,0
7534,@NGHAnews  مدينة الملك عبدالعزيز الطبيه تتحول اللي ملاهي أطفال.  الاطفال اكثر من المرضئ فوضئ في فوضئ أداره فاشله,public,3,3,3,0,3
7535,@NGHAnews  علاقات المرضى كماأوضحت لنا هاتفهم لاجدوى لهم الشق اكبرمن الرقعه ووضع الاسره مزري ويحصل به وجهاء وواسطات وبخاشيش للحصول ع ذلك,public,3,3,3,0,3
7536,"@NGHAnews  تكدس امام البوابة من بعد صلاة الفجر لحجز موعد ،فوضى مزعجه حجز المواعيد عن طريق الهاتف لايوجد رد اين د. بندر ود. سعد عن هذه الفوضى",public,3,0,3,0,3
7537,@NGHAnews  نتمنى من الخدمات الراقية التي تقدمونها بموسم الحج تقدمونها هنا بالعيادات الشاملة  بأم الحمام شي مخجل بسبب حجز المواعيد   (يتبع),public,3,0,3,3,3
7538,@NGHAnews ماقدرتوا تستقبلونها إلا بأمر..فين الإنسانية والرحمه في تعاملكم مع المرضى والمحتاجين..هذا جزء من دينكم للأسف :-),public,3,3,3,0,3
7539,@SaudiMOH المركز الصحي حي الملقا في أسوأ حالاته  موعد بعد شهر ونص عشان تحاليل😂 ولما جيت بموعدي اليوم قالوا السستم عطلان,public,3,0,3,0,3
7540,امس رحت المركز الصحي لخدمة الفحص من خلال السيارات والله تمت عندهم من الساعة ٧المساء الى ١١الليل وماجاه دورنا والله في السياره اليهال وكبار السن تعبوا الصراحه نظام فاشل 😞 اليوم بحاول بعد الله كريم ..,public,3,0,3,0,3
7541,#وزارة_الصحة_السعودية اليوم اخذت الجرعة التعزيزيه في المركز الصحي كانت تجربه سيئه الترتيب سئ - التباعد مفقود - عملية التنظيم سيئه بصفه عامه الكادر الطبي زي العادة ممتاز مع مرتبة الشرف,public,3,3,1,0,3
7542,"والمركز الصحي ماستقبلني الدكتور ولاعطاني علاج لين تطلع نتيجه الفحص وصار اليوم خامس والنتيجه ماطلعت والصحه تعبانه يعني لازم الواحد يروح خاص يدفع ،، اوك قلنا مضغوطين بس لازم فيه ترتيب وتنظيم واذا الدكتور مايستقبل المريض ليس مداوم في المركز الصحي يقعد في بيته ابرك",public,3,3,0,0,3
7543,"صابني ضرر في أعصاب اليد اللي تلقحت فيها ، ويوم زرت المركز الصحي أنكر الدكتور أنه من اللقاح ورفض يعطيني إجازة مرضية ذاك اليوم اللي تعبت فيه بزيادة وانخصم مني أجرة 3 أيام ووزارة الصحة لم تقف معي #بلغ_عن_اضرار_اللقاح",public,3,3,0,0,3
7544,@YanbuRCfriends المركز الصحي تطمنا بينبع البحر للاسف تعامل الدكتوره سيئ جداً كانها تدفع قيمة الفحص من جيبها  حتى لمى تكون الاعراض قويه جداً,public,3,3,0,3,3
7545,@Hassan_alsai زرت المركز الصحي الشفاء فرع المطار القديم كمريض وزدت مرضا من تعامل موظفات استقبال من دولة عربية والله مرضت مرضا اكثر بتعاملهن لكن للاسف كانت نفسيتي غير مستحملة لرقع دعوة قضائية ورفعتها لمن رفع السماء من غير عمد,public,3,3,3,0,3
7546,والله حزين جدا لما اشوف ممرضات في المركز الصحي كبيرات فالسن لا يفقهون اي شي فالتعامل الالكتروني و فوق كل هذا تعامل سيء و عند الدخول على تقييم قوقل وجدت الكثير مر عليهم هذا التعامل اتمنى اتخاذ الاجراءات بحقهم  @SaudiMOH @SaudiMOH937 @tfrabiah,public,3,3,0,0,3
7547,@MOH_Staff المركز الصحي الياسمين حسبي الله عليهم المشكله ان رواتبهم من الحكومه تعامل سيء واداره سيئة الله لايسامحهم حتى عيادة التطعيم ترفض وتتلفظ شيء مو قده لاتتوظفين فيه بس مآخذين شاغر على قلّ سنع ..,public,3,3,3,0,3
7548,@SaudiMOH مايقدمه مركز صحي شرق جدة من خدمات ومن طريقة تعامل مع المراجعين لا يليق ابدا بمجهودات وزارة الصحة ولا يليق ايضا بما تقدمه لهم الدوله الرجاء من يملك حس المسؤولية ان يراجع المركز الصحي ويقف عليه بنفسه لكي يعلم انه لايرضي ابدا اي شخص لديه حس المسؤولية,public,3,3,3,0,3
7549,شكوى اخرى  نشكو من تعامل المستشفى يقول روحو المركز الصحي والمركز زحمه ولايستقبل الناس إلى بعد وقت طويل نظام المستشفى غير مرضي جدآ ومنذ وقت طويل والخدمات الطبيه نتصل بها لاكن للأسف لاحد يرد ارجو حل هذه الإشكالية المزمنة,public,3,3,3,0,3
7550,@SaudiMOH937 @Ali83916218 @SaudiMOH انا انصدمة من تعامل المركز الصحي كيف لمريض بيخلع سن ياخذ مواعيد طويله وازدواجية وتعقيد حتى نضطر الذهاب للعيادات الخاصة بحثنا عن علاج وخدمة سريعة,public,3,0,3,0,3
7551,من المؤسف جدا ونحن في عام 2021 ان يظل مركز الرويس الصحي دون مولد احتياطي للكهرباء اثناء انقطاع التيار الكهربائي لاي ظرف كان.  حالة المركز مؤسفه اثناء تعامل الكادر الصحي مع المرضى ويضطر لتشغيل مصابيح الهواتف لانارة زوايا المركز للتعامل مع الحالات. @ss_governor  https://t.co/vyqZ88OXmW,public,3,3,0,0,3
7552,في احد مراكز تطمن كنت شاهد عيان على تعامل مع بعض الحالات يجعلني اتوقع ان تكاليف المسحات ورواتب الكادر الصحي يدفعها مدير ذلك المركز.. لن يذهب احد لمراكز تطمن بدون سبب اما لديه أعراض او خالط حالات مصابه رفقا بالناس يامن وليتم على رعايتهم..,public,3,3,3,0,3
7553,@MOPHQatar مركز ابوبكر الصديق الصحي اسوأ مركز صحي على الإطلاق من حيث كاونتر الإستقبال !؟ التعامل لا يرتقي بالمراجع المريض  اللامبالاة  سؤ تعامل  الزيارة خير برهان من صحة المعلومة بالرغم من علمي ان هناك اكثر من شكوى الا ان المركز مازال سئ مقارنة بالمراكز الاخرى,public,3,3,3,0,3
7554,"قبل قليل صرفت زوجتي وصفة من المركز الصحي في صيدليتكم ح الياسمين ش أنس تعامل الصيدلي فظ ، وسيء ، ولا يليق . أرجو من معالي الوزير معالجة الأمر  @tfrabiah @SaudiMOH @AldawaaCare",public,3,3,3,0,3
7555,"@mchHail عز الله ما يستاهلون هالمركز.  جربت تعاملهم وتفاعلهم مع حالة مرضية، لا عادها الله من تجربة، وشفع الله بالمولود. تعامل سيء، وبطء في الاجراءات الطبية،وعدم وضوح، مع ضعف الطاقم الطبي وقلة العدد.  من اعطاكم هذا المركز لم يعاني ولم يجرب.   #تجمع_حائل_الصحي",public,3,3,0,0,3
7556,مستشفى الحرس الوطني بالرياض م ادري الى وين بيوصلون تعامل زفت وتطبيقهم ازفتتت يقولون ٥ ونص يفتح الحجز وداخله ٥ ونص شوفت عينكم بالصوره وعلى الساعه  ياخي رجعو نظام الحجز من عندكم ونتفك من المهزله ذي ولا شوفو حل لطبيقكم الواحد ي دوب يتحمل مرضه موب مرض تطبيقكم  https://t.co/E9QkK4TmLX,public,3,0,3,0,3
7557,اليوم كنت في عيادة الغدد(730) في مستشفى الحرس في الرياض حيث  سائني  تعامل استشاري الغدد/رائدالدّهش(هلالي متعصب) مع أحد المرضى والذي كان يريد الاستفسار عن شيء فلم يُنصت له بل صدمني بِردٍ قاسيٍ لا يليق بشخصٍ ينتمي إلى مهنة إنسانية #الحرس_الوطني #بنت_تميم 💛💙 #اخلاق_رائد_الدهش  https://t.co/oZvhlHdlYP,public,3,3,0,3,3
7558,@ask__jeddah1 من اسوء المستشفيات لا تعامل ولا رعايه جيده اذا تبين تموتين روحي .. الافضل مستشفى الملك عبد العزيز او الحرس.,public,3,3,0,0,3
7559,@nazaha_gov_sa  السلام عليكم طواري مستشفى العيون التخصصي بالدمام انتظار بالساعات وعدد قليل من المراجعين وقت الغداء لا يوجد اي موظف او دكتور . شكرا لكم,public,3,0,0,0,0
7560,"@LonError الحمد لله طلع فيه واحد نفس حالتي ، قعدت اراجع عشان اخذ تحويل لعملية تصحيح في مستشفى العيون التخصصي اخر شيء قالوا لي العملية بفلوس ، المشكلة انهم اغلى من المستشفيات الخاصة",public,0,3,3,3,3
7561,@burydahprojects ليت يشفون حل لمواقف مستشفى التخصصي,public,3,3,3,0,3
7562,@DrOsamaAlshafei ٧ سنوات  كانت تابع في مستشفى فيصل التخصصي  بالرياض  بس الدكتور  رفض يسوي لها العمليه,public,3,3,0,3,3
7563,هناك مستشفيات تخصصية معروفة على مستوى المملكه منها مستشفى النور التخصصي @nsh_med اكن لجميع كوادره بالاحترام ولكن اعيب عليهم في عمل واحد في عيادة الغيار تصرفون اكثر من ٤٠ رقم وبداية عمل العيادة الساعة ١:٠٠ ظهراً والمريض من الساعة ١٢:٠٠ منتظر ياليت يتم الالتفات.@SaudiMOH وشكراً.,public,3,0,1,0,3
7564,@Ali_m_Alblwe @akhbar وفي مستشفى العيون التخصصي بالشرقية حصل نفس الخطأ من طبيبة تسببت بالعمى لإمرأه ولاتزال تمارس عملها رغم فحص المريضه من عدة اطباء وبيانهم لها اخطاء العملية,public,3,3,0,3,3
7565,@KFSHRC للاسف شروطهم تعجيزية جبت امر من الديوان بعلاج بنتي بالاكسجين وحفضوا المعاملة يقولوا جيب تحويل من مستشفى للتخصصي والمستشفيات الاخرى تقول ما عندنا مختصين بالعلاج بالاكسجين علشان نعطيك تحويل وهو موجود في التخصصي فقط .,public,3,3,3,0,3
7566,@SaudiMOH @SaudiMOH937 اطالب التحقيق مع مركز اسنان مستشفى فهد التخصصي بتبوك وعن سبب تحذيرهم المرعب لي والذي اثر علي نفسيا  من مراجعتهم بعد خلع كل اسناني,public,3,3,3,0,3
7567,@puierq شكلو مستشفى النور التخصصي تخوف ذي المستشفى احسها مذبحه,public,3,3,3,0,3
7568,تم نويم ابني زياد العنزي في مستشفي التخصصي بالرياض اثناء مراجعتنا للمستشفي لموعد اليوم  وبعد الفحوصات اتضح معه كرونا حسبي الله  على مستشفيات عرعر    يارب ياكريم انك تشفي ابني زياد  https://t.co/9lCub6lod6,public,3,2,3,3,3
7569,"@Ask_Al_Qassim ياهلا والله نفس مشكلتك انا او يمكن اقوى لان الألم له 3 شهور تقريباً ورحت لحكومي قالو لازم رنين وموعد يتاخر ورحت ادور خاص ٪80 ماعندهم رنين او كلهم يعني مالك الا الحكومي يا مستشفى الرس او التخصصي ، تحياتي",public,3,0,3,3,3
7570,اللهم عليك بجزاري الطواريء فانهم لا يعجزونك #مستشفى_النور_التخصصي  https://t.co/8tR13Z7Wqt,public,3,3,3,3,0
7571,"@E1_DESH @aalghamdiMD @tfrabiah @moh_eastern هل يعقل مستشفى حيوي مثل مستشفى العيون التخصصي لا يزال يعتمد الملف الطبي الورقي الذي هو عُرضه للضياع و/أو العبث به، و الأدهى و الأمر أنه لا يوجد موظفين مخصصين لنقل الملف الطبي. يجب تفعيل الملف الطبي الإلكتروني و ذلك لحفظ معلومات المريض",public,3,3,3,0,3
7572,@fhm54321 ربنا يشفي كل مريض والدي توفي كان عنده سرطان ودخل مستشفى التخصصي في الدمام وتوفي نتيجه ثلاث أخطأ طبيه ربنا يشفي كل موجوع ويبعد الشر عننا وعنكم وعن المسلمين,public,3,3,0,3,3
7573,@hash_alhazm @wjdan2_4 @joufhealth @falrwaily1 اسال الله العظيم ان يشفيها ويعافيها لا تخلونها ب مسنشفئ زوجي توفئ في مستشفئ عبدالعزيز التخصصي لا امكانيات ولا هم عارفين للمرض واخر شي صاروا يعطونه منوم لين توفئ الله يرحمه ويسامحه,public,3,3,0,0,3
7574,الله يشفيه ويقوم بسلامه  مستشفى التخصصي الاسولك العمليه هو نفسه الاقاعدين لهم ثلاثه ايام يطردون امي منه بحجه ان ماعندهم علاج لها الله كريم يادنيا  #عبدالعزيز_بن_فهد,public,3,3,0,0,3
7575,@tfrabiah أتمنى من معاليك زياره مستشفى الامير عبدالمحسن بالعلا والوقوف ع حال المستشفى الوضع هناك سيئ ومزري سوء الخدمه من الكوادر الطبيه وجهلهم بالتعامل مع فايروس كورونا وجود القطط في كل مكان وكادت والدتي ان تكون ضحيه لخطأ طبي لولا لطف الله بنا ونقلها لمستشفى التخصصي بمدينه تبوك,public,3,3,0,0,3
7576,#صحة_مكة هل معقول مستشفى كبير مثل مستشفى النور التخصصي يخدم شريحة كبيرة من المواطنين  ولا يوجد بالصيدلية سوى شخص او اثنين لخدمة المراجعين !!!؟؟ لتحصل على العلاج تنتظر اكثر من ساعات 😑,public,3,3,3,0,3
7577,@Spa_Eng السلام عليكم انا مريضه وعلاجي ماتوفر في السعوديه انا مواطنه اعاني من مرض نادر لي سبع سنوات ولاحصلت فايده للاسف من مستشفيات جده والرياض وجيزان اخر مستشفى التخصصي في الرياض رفضو علاجي اذا ماعندهم علاج يحولوني برا في الخارج انا بنت الوطن اناشد خادم الحرمين,public,3,3,3,0,3
7578,"@BnzaiedSalem حسب ما قرأت بأنه تم قبول الحالة لدى مستشفى التخصصي بالرياض ، ولكن لم يتم الاخلاء الطبي ، حسبنا الله ونعم الوكيل في كل شخص متسبب ، ممرضه واجهت الصعاب وقت الجائحة وعندما اصيبت لم يقف احد معها",public,3,3,3,0,3
7579,@jazannow @buq9_4 @tfrabiah ياريت عندنا على الاقل مثل مستشفى الحرس او المدينه الطبيه او التخصصي ب الرياض ونفس الطاقم الطبي والتمريض الى متى جازان نفس حالها في المستشفيات والله حرام,public,3,3,0,3,3
7580,@SaudiMOH مستشفى النور التخصصي ( مستشفى الاهمال و الاستهتار و الاخطاء الطبية ) تم ادخال الوالدة من الساعة ١٠ صباح و الى الام لايوجد اي تجاوب أو علاج او رعاية طبية و لاحتى أكل او شرب و لايوجد إهتمام من قبل المسؤلين في المستشفى ويتم تناقلي بينهم دون مراعاة لحال,public,3,3,0,0,3
7581,@tfrabiah السلام عليكم ولدي مصاب بورم ورفض مستشفى فيصل التخصصي استقبال الحاله..يعني وين اعالج ولدي اذا مستشفى حكومي يرفض استقبال الحاله ارجوكم ساعدونا ولدي عمره اربع سنوات الورم صاير يكبر ماابي حالته تدهور ارجوكم ساعدونا,public,3,3,3,0,3
7582,مستشفى التخصصي ترد على الاحاله الي عندهم  انو الخدمه غير متوفره عندهم😒 @KFSHRC  هل هذا يُعقل ؟ @SaudiMOH هل معقول بعد الكشف عن الحاله وكتابة التقارير بالتحويل والشرح وافي ترد المستشفى دا الرد @nazaha_gov_sa  واذا المستشفى ماعندها الامكانيه زي ماتقول على حسب النظام الدوله تشوف حل,public,3,3,3,0,3
7583,الصحة الى اين!!!!! ادوات تشريب مضخة الانسولين في مستشفى النور التخصصي بمكة قسم السكري التثقيف الصحي متوفرة لديهم ولايصرفونها لمرضى السكر بحجة انها محجوزه لمرضى اخرين ولايحق لمريض السكر الحصول عليها الا خمس مرات في السنه الهجرية بموجب قرار فمن المسؤل عن القرار اذا كان هناك قرارا ؟,public,3,3,3,0,3
